Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2023;RMS;Adubo Orgânico a Granel;Rio Grande;RS;Cruz Alta;RS;5.230;3.859.435
01/2023;RMS;Álcool;Araucária Terminal;PR;Lages;SC;33;13.144
01/2023;RMS;Álcool;Eng. Vicente Montanha;PR;Araucária Terminal;PR;1.904;978.026
01/2023;RMS;Álcool;Eng. Vicente Montanha;PR;Pátio Industrial;RS;12.596;15.660.631
01/2023;RMS;Álcool;Londrina;PR;Araucária Terminal;PR;10.967;5.549.518
01/2023;RMS;Álcool;Londrina;PR;Pátio Industrial;RS;4.044;4.996.976
01/2023;RMS;Álcool;Ourinhos;SP;Araucária Terminal;PR;3.189;2.305.821
01/2023;RMS;Álcool;Ourinhos;SP;Pátio Industrial;RS;948;1.377.147
01/2023;RMS;Álcool;Sarandi;PR;Araucária Terminal;PR;10.124;5.172.664
01/2023;RMS;Álcool;Sarandi;PR;Pátio Industrial;RS;1.951;2.420.338
01/2023;RMS;Calcário Corretivo;Tranqueira;PR;Maringa;PR;6.886;4.040.704
01/2023;RMS;Celulose;Ortigueira;PR;km 5;PR;67.520;30.863.323
01/2023;RMS;Cimento acondicionado;Apiai;SP;Londrina;PR;17.404;10.055.909
01/2023;RMS;Cimento acondicionado;Apiai;SP;Uvaranas;PR;19.120;3.719.260
01/2023;RMS;Cimento acondicionado;Rio Branco do Sul;PR;Cascavel;PR;9.144;6.268.230
01/2023;RMS;Cimento acondicionado;Rio Branco do Sul;PR;Londrina;PR;9.867;5.739.741
01/2023;RMS;Cimento acondicionado;Rio Branco do Sul;PR;Maringa;PR;17.718;10.674.386
01/2023;RMS;Clínquer;Rio Branco do Sul;PR;Pátio Industrial;RS;23.783;21.201.664
01/2023;RMS;Cloreto de Potássio;D Pedro II;PR;Cará-Cará;PR;838;201.016
01/2023;RMS;Cloreto de Potássio;km 5;PR;Cará-Cará;PR;135;31.799
01/2023;RMS;Cloreto de Potássio;km 5;PR;Maringa;PR;822;532.190
01/2023;RMS;Contêiner Cheio de 20 Pés;Cambe;PR;D Pedro II;PR;4.644;2.897.242
01/2023;RMS;Contêiner Cheio de 40 Pés;Cambe;PR;D Pedro II;PR;55.745;34.777.520
01/2023;RMS;Contêiner Cheio de 40 Pés;Cascavel;PR;D Pedro II;PR;38.090;27.988.493
01/2023;RMS;Contêiner Cheio de 40 Pés;Ortigueira;PR;D Pedro II;PR;28.284;13.050.888
01/2023;RMS;Contêiner Vazio de 20 Pés;D Pedro II;PR;Cambe;PR;141;87.965
01/2023;RMS;Contêiner Vazio de 40 Pés;D Pedro II;PR;Cambe;PR;7.735;4.825.618
01/2023;RMS;Contêiner Vazio de 40 Pés;D Pedro II;PR;Cascavel;PR;5.604;4.117.813
01/2023;RMS;Contêiner Vazio de 40 Pés;D Pedro II;PR;Ortigueira;PR;4.096;1.889.988
01/2023;RMS;Farelo de Soja;Cruz Alta;RS;Rio Grande;RS;22.426;16.549.087
01/2023;RMS;Farelo de Soja;Desvio Ribas;PR;D Pedro II;PR;30.616;7.046.088
01/2023;RMS;Farelo de Soja;Ijuí;RS;Rio Grande;RS;6.081;4.812.734
01/2023;RMS;Farelo de Soja;Londrina;PR;D Pedro II;PR;33.870;21.372.239
01/2023;RMS;Farelo de Soja;Maringa;PR;D Pedro II;PR;4.619;3.010.465
01/2023;RMS;Fosfato;km 5;PR;Cará-Cará;PR;3.552;836.684
01/2023;RMS;Fosfato;Rio Grande;RS;Cruz Alta;RS;404;298.128
01/2023;RMS;Gasolina;Araucária Terminal;PR;Eng. Vicente Montanha;PR;4.901;2.517.495
01/2023;RMS;Gasolina;Araucária Terminal;PR;Lages;SC;2.767;1.102.165
01/2023;RMS;Gasolina;Araucária Terminal;PR;Londrina;PR;5.533;2.799.807
01/2023;RMS;Gasolina;Araucária Terminal;PR;Ourinhos;SP;1.003;725.224
01/2023;RMS;Gasolina;Araucária Terminal;PR;Passo Fundo;RS;1.774;1.507.924
01/2023;RMS;Gasolina;Araucária Terminal;PR;Sarandi;PR;900;459.837
01/2023;RMS;Gasolina;D Pedro II;PR;Araucária Terminal;PR;5.461;682.558
01/2023;RMS;Gasolina;D Pedro II;PR;Eng. Vicente Montanha;PR;364;232.471
01/2023;RMS;Gasolina;D Pedro II;PR;Londrina;PR;711;448.646
01/2023;RMS;Gasolina;D Pedro II;PR;Maringa;PR;211;137.520
01/2023;RMS;Gasolina;D Pedro II;PR;Sarandi;PR;3.906;2.467.025
01/2023;RMS;Gasolina;Pátio Industrial;RS;Ijuí;RS;91;45.571
01/2023;RMS;Gasolina;Pátio Industrial;RS;Passo Fundo;RS;1.351;376.368
01/2023;RMS;Gasolina;Pátio Industrial;RS;Santa Maria;RS;2.336;716.999
01/2023;RMS;Grãos - Milho;Cascavel;PR;São Francisco do Sul;SC;9.722;8.180.760
01/2023;RMS;Grãos - Milho;Londrina;PR;D Pedro II;PR;72.163;45.535.421
01/2023;RMS;Grãos - Milho;Marialva;PR;D Pedro II;PR;71.970;44.634.778
01/2023;RMS;Grãos - Milho;Marialva;PR;São Francisco do Sul;SC;16.838;12.238.799
01/2023;RMS;Grãos - Milho;Maringa;PR;D Pedro II;PR;42.910;27.966.914
01/2023;RMS;Grãos - Milho;Maringa;PR;São Francisco do Sul;SC;219.357;166.366.365
01/2023;RMS;Grãos - Milho;Rolandia;PR;D Pedro II;PR;3.355;2.065.028
01/2023;RMS;Grãos - Trigo;Cacequi;RS;Rio Grande;RS;24.601;11.862.295
01/2023;RMS;Grãos - Trigo;Cruz Alta;RS;Rio Grande;RS;79.172;58.424.331
01/2023;RMS;Grãos - Trigo;Ijuí;RS;Rio Grande;RS;24.259;19.199.488
01/2023;RMS;Grãos - Trigo;J.De Castilhos;RS;Rio Grande;RS;2.679;1.764.483
01/2023;RMS;Grãos - Trigo;Santo Ângelo;RS;Rio Grande;RS;2.083;1.762.127
01/2023;RMS;Grãos - Trigo;Tigre;RS;Rio Grande;RS;3.639;2.030.670
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Eng. Vicente Montanha;PR;20.078;10.313.465
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Lages;SC;1.527;608.242
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Londrina;PR;10.531;5.328.894
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Ourinhos;SP;5.032;3.638.411
01/2023;RMS;Óleo Diesel;Araucária Terminal;PR;Passo Fundo;RS;3.053;2.595.092
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Araucária Terminal;PR;27.037;3.379.298
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Eng. Vicente Montanha;PR;567;362.119
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Londrina;PR;1.248;787.497
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Passo Fundo;RS;393;383.175
01/2023;RMS;Óleo Diesel;D Pedro II;PR;Sarandi;PR;3.008;1.899.849
01/2023;RMS;Óleo Diesel;Ijuí;RS;Araucária Terminal;PR;3.125;3.974.771
01/2023;RMS;Óleo Diesel;Londrina;PR;Ourinhos;SP;806;174.930
01/2023;RMS;Óleo Diesel;Passo Fundo;RS;Araucária Terminal;PR;7.684;6.531.506
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Cruz Alta;RS;1.449;648.118
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Eng. Vicente Montanha;PR;686;852.905
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Ijuí;RS;3.439;1.722.192
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Lages;SC;6.350;2.650.784
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Londrina;PR;1.406;1.737.326
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Passo Fundo;RS;9.392;2.616.477
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Santa Maria;RS;1.833;562.610
01/2023;RMS;Óleo Diesel;Pátio Industrial;RS;Sarandi;PR;4.626;5.718.859
01/2023;RMS;Soja;Cruz Alta;RS;Rio Grande;RS;15.391;11.357.664
01/2023;RMS;Soja;Maringa;PR;D Pedro II;PR;2.973;1.937.676
01/2023;RMS;Soja;Tupancireta;RS;Rio Grande;RS;4.236;2.892.870
01/2023;RMS;Ureia;km 5;PR;Maringa;PR;990;640.958
01/2023;RMS;Ureia;São Francisco do Sul;SC;Maringa;PR;1.186;899.495
